1.00000000	0.00000000
0.99961452	0.00005456
0.99845867	0.00021800
0.99653423	0.00048961
0.99384417	0.00086820
0.99039264	0.00135215
0.98618496	0.00193937
0.98122762	0.00262739
0.97552826	0.00341331
0.96909567	0.00429391
0.96193977	0.00526559
0.95407159	0.00632450
0.94550326	0.00746647
0.93624800	0.00868714
0.92632008	0.00998192
0.91573481	0.01134605
0.90450850	0.01277464
0.89265847	0.01426266
0.88020298	0.01580500
0.86716125	0.01739647
0.85355339	0.01903179
0.83940037	0.02070568
0.82472402	0.02241276
0.80954697	0.02414764
0.79389263	0.02590486
0.77778512	0.02767894
0.76124928	0.02946431
0.74431062	0.03125536
0.72699525	0.03304638
0.70932987	0.03483158
0.69134172	0.03660507
0.67305853	0.03836083
0.65450850	0.04009273
0.63572022	0.04179450
0.61672268	0.04345976
0.59754516	0.04508196
0.57821723	0.04665444
0.55876870	0.04817043
0.53922955	0.04962304
0.51962991	0.05100532
0.50000000	0.05231025
0.48037009	0.05353082
0.46077045	0.05466001
0.44123130	0.05569090
0.42178277	0.05661666
0.40245484	0.05743066
0.38327732	0.05812647
0.36427978	0.05869798
0.34549150	0.05913940
0.32694147	0.05944536
0.30865828	0.05961096
0.29067013	0.05963182
0.27300475	0.05950414
0.25568938	0.05922473
0.23875072	0.05879107
0.22221488	0.05820134
0.20610737	0.05745444
0.19045303	0.05654998
0.17527598	0.05548835
0.16059963	0.05427065
0.14644661	0.05289871
0.13283875	0.05137505
0.11979702	0.04970286
0.10734153	0.04788594
0.09549150	0.04592861
0.08426519	0.04383574
0.07367992	0.04161255
0.06375200	0.03926466
0.05449674	0.03679788
0.04592841	0.03421823
0.03806023	0.03153176
0.03090433	0.02874454
0.02447174	0.02586248
0.01877238	0.02289131
0.01381504	0.01983647
0.00960736	0.01670303
0.00615583	0.01349561
0.00346577	0.01021834
0.00154133	0.00687478
0.00038548	0.00346789
0.00000000	0.00000000
0.00038548	-0.00346789
0.00154133	-0.00687478
0.00346577	-0.01021834
0.00615583	-0.01349561
0.00960736	-0.01670303
0.01381504	-0.01983647
0.01877238	-0.02289131
0.02447174	-0.02586248
0.03090433	-0.02874454
0.03806023	-0.03153176
0.04592841	-0.03421823
0.05449674	-0.03679788
0.06375200	-0.03926466
0.07367992	-0.04161255
0.08426519	-0.04383574
0.09549150	-0.04592861
0.10734153	-0.04788594
0.11979702	-0.04970286
0.13283875	-0.05137505
0.14644661	-0.05289871
0.16059963	-0.05427065
0.17527598	-0.05548835
0.19045303	-0.05654998
0.20610737	-0.05745443
0.22221488	-0.05820134
0.23875072	-0.05879107
0.25568938	-0.05922473
0.27300475	-0.05950414
0.29067013	-0.05963182
0.30865828	-0.05961096
0.32694147	-0.05944536
0.34549150	-0.05913940
0.36427978	-0.05869798
0.38327732	-0.05812647
0.40245484	-0.05743066
0.42178277	-0.05661666
0.44123130	-0.05569090
0.46077045	-0.05466001
0.48037009	-0.05353082
0.50000000	-0.05231025
0.51962991	-0.05100532
0.53922955	-0.04962304
0.55876870	-0.04817042
0.57821723	-0.04665444
0.59754516	-0.04508196
0.61672268	-0.04345976
0.63572022	-0.04179450
0.65450850	-0.04009273
0.67305853	-0.03836083
0.69134172	-0.03660507
0.70932987	-0.03483158
0.72699525	-0.03304638
0.74431062	-0.03125536
0.76124928	-0.02946431
0.77778512	-0.02767894
0.79389263	-0.02590486
0.80954697	-0.02414764
0.82472402	-0.02241276
0.83940037	-0.02070568
0.85355339	-0.01903179
0.86716125	-0.01739647
0.88020298	-0.01580500
0.89265847	-0.01426266
0.90450850	-0.01277464
0.91573481	-0.01134605
0.92632008	-0.00998192
0.93624800	-0.00868714
0.94550326	-0.00746647
0.95407159	-0.00632450
0.96193977	-0.00526559
0.96909567	-0.00429391
0.97552826	-0.00341331
0.98122762	-0.00262739
0.98618496	-0.00193937
0.99039264	-0.00135215
0.99384417	-0.00086820
0.99653423	-0.00048961
0.99845867	-0.00021800
0.99961452	-0.00005456
1.00000000	0.00000000
